pk;key;id;artist;title;category;genre;cdextra;year
101129;1570;a7090c0d;Erroll Garner;Yesterdays;jazz;;;
101130;1571;a709290c;Squirrel Nut Zippers;Perennial Favorites;jazz;Swing;YEAR: 1998 ID3G: 83;1998
101131;1572;a709630d;Irene Kral;Lady of lavender;jazz;Jazz;Park Place Productions, PO Box 7277, Burbank, CA 91510;1998
101132;1573;a70a5c0c;The Klucevsek + Bern Unit;Live @ The Kitchen, NYC;jazz;;Guy Klucesvek (GK): compositions, accordion\nAlan Bern (AB): comp;
101133;1574;a70add0c;Gal Costa;GalBossaTropical;jazz;Rock;ID3G:  17 YEAR: 2002;2002
101134;1575;a70b590d;Various Artists;Cool Jazz;jazz;Jazz;;2001
101135;1576;a70bfd0c;Didier Lockwood;Onztet De Violon Jazz;jazz;;;
101136;1577;a70c2b0c;Hiroshima;Between Black &White;jazz;jazz;;
101137;1578;a70c470c;Charlie Parker;Groovin' High;jazz;;;
101138;1579;a70cb30c;Ahleuchatistas;On The Culture Industry;jazz;Jazz+Funk;YEAR: 2004;2004
101139;1580;a70cf70a;Brian Hughes;Straight To You;jazz;Jazz;;1995
101140;1581;a70d0e0d;Omar;This is not a love song;jazz;Acid Jazz;;1997
101141;1582;a70d430b;Hendrik Meurkens & Nilson Matta;Encontros;jazz;Jazz;ID3G: 8;
101142;1583;a70d5e0c;Elizabeth Carthew;Elizabeth Carthew EC001;jazz;;"Musicians:\n\nElizabeth Carthew, all vocals, tumpet, flugelhorn; piano";
101143;1584;a70d5f0c;Samla Mammas Manna;Maltid;jazz;;;
101144;1585;a70d690c;Various;The Cool School of Jazz;jazz;;;
101146;1586;a70d9b0c;Various Artists;The Colors of Latin Jazz - A Latin Vibe!;jazz;Jazz;;
101147;1587;a70da90d;Isley Meets Bacharach;Here I Am;jazz;Soul;;
101148;1588;a70dde0c;Eddie Katindig;Best Of Eddie K.;jazz;Jazz;;
101149;1589;a70e710b;Oscar Peterson;live at Salle Pleyel CD 2;jazz;Jazz;Oscar Peterson p\nSam Jones b\nBobby Durham dr\n(6-8:Butch Watanabe tb)\n;2002
101150;1590;a70e9c0d;Scott Fields Quintet;Running With Scissors;jazz;Jazz;YEAR: 1993 ID3G: 8;1993
101151;1591;a20ec30b,a70ec30b;Stefano di Battista;Stefano di Battista;jazz;;;
101153;1592;a70ef80d;Diana Krall;The Look of Love;jazz;Easy Listening;Japan Bonus CD;2001
101154;1593;a70f440b;HARA Tomonao;Tonycally;jazz;JAZZ;;2003
101155;1594;a70f440d;Woody Herman;1963 Summer Tour;jazz;Jazz;;
101156;1595;a70fdd0d;Chris Barber Jazz And Blues Band- Live 1998;Cornbread, Peas And Black Malasses - Live 1998;jazz;Jazz;;1998
101157;1596;a710190c;Sonny Clark;Sonny Clark Trio (+4);jazz;;;
101158;1597;a710280b;Various;Trumpet Summit;jazz;jazz;;
101159;1598;a710320c;Thelonious Monk;Monk: The Columbia Years (1962-1968), Disc 1;jazz;Jazz;;1962
101160;1599;a710510d;Wes Montgomery;The Complete Riverside Recordings - Disc 11;jazz;Jazz;YEAR: 1992 ID3G: 8;1992
101161;1600;a7105d0c;Bruce Fowler & Phil Teele;Synthetic Division;jazz;Jazz;;1994
101162;1601;a7111e0d;Ornette Coleman;Beauty Is A Rare Thing [disc 3];jazz;;;1960
101163;1602;a711370c;23 Skidoo;23 Skidoo;jazz;Jazz+Funk;YEAR: 2000;2000
101164;1603;a7122b0c;Various Artists;Jazz Fusion, Volume 1;jazz;;;
101165;1604;a808690c;Motörhead;Iron Fist;jazz;Heavy Metal;YEAR: 1987;1987
101166;1605;a808820c;Miles Davis;Birth Of The Cool;jazz;Jazz;;1949
101167;1606;a80a540e;Varios artistas;Musica de Navidad;jazz;Blues;;1998
101168;1607;a80b270c;Various;Bar Musik Vol. 2;jazz;Jazz;ID3G:   8;
101169;1608;a80b360b;freequency;free;jazz;;the voice: ute schüller\ndrums: markus keil\nkeys: simon kuhlmann\ngui;
101170;1609;a80b570c;Clifford BROWN;Memorial Album;jazz;Jazz;\nYEAR:       ID3G:   8;
101171;1610;a80b830d;Bud Powell;Bud in Paris;jazz;;Bud Powell, piano\nJohnny Griffin, Barney Wilen, tenor sax\nPerre;1975
101172;1611;a80c070c;Sarah Jane Morris;Love Pain;jazz;;;2003
101173;1612;a80c820b;Dollar Brand (Abdulla Ibrahim);Desert Flowers;jazz;;;
101174;1613;a80c8c0c;Ronnie Laws;Deep Soul;jazz;;;
101175;1614;a80ca60c;Szakcsi;Eve of chance;jazz;;;
101176;1615;a80cfb1f;Krzysztof Komeda;Volume Eleven;jazz;;;
101177;1616;a80d380d;zzaj;epilog 1987 - 1993;jazz;Jazz;;
101178;1617;a80dbe0d;Dean Peer;THINK .... It's all good;jazz;;;
101179;1618;a80e480c;Branko Sukovez;Bolero;jazz;;;2003
101180;1619;a80e600c;Ralph Sutton;Live at Maybeck Recital Hall, Vol. 30;jazz;Jazz - Standards;;1993
101181;1620;a80e790c;Landgren, Nils;Paint It Blue;jazz;Funk;;1996
101182;1621;a80ef50c;Jason Rebello;Make It Real;jazz;;;
101183;1622;a80f0b0c;Varous Artist;Upstairs Recordings Vol 01;jazz;Jazz;;
101184;1623;a80f0e0d;Aa.vv.;Cake & Milk Summers Of Love In Paris;jazz;Jazz;YEAR: 2002 ID3G: 8;2002
101185;1624;a80f100c;Various;The Smooth Jazz Piano - CD3;jazz;Jazz;;2001
101186;1625;a80f630d;Phil Woods;Here's to My Lady;jazz;Jazz - Hard Bop;;1988
101187;1626;a80f750d;Barney Wilen;Modern nostalgie (starbust forever);jazz;jazz;;1991
101188;1627;a80fab0e;Cannonball Adderley;Compact Jazz (compilation);jazz;;;
101189;1628;a8102f0b;Magic Malik Orchestra;00-237 XP-1;jazz;Jazz;;
101190;1629;a810ff0c;Elvis Costello & Deborah Harry;Fire at Keaton's Bar and Grill;jazz;;;
101191;1630;a8110a0b;Various Artists;The Most Relaxing Jazz Album in the Universe;jazz;jazz;;2003
101192;1631;a811800c;Okay Temiz Magnetic Band;Magnet Orient;jazz;Jazz/Worldmusic;Jaro 4244-2;2002
101193;1632;a8121d0c;METALLICA;RECHARGED ANGER disc one;jazz;Metal;;
101194;1633;a8124c1e;Lester Young;The Complete Lester Young Studio Sessions On Verve CD 8;jazz;jazz;;
101195;1634;a812570e;Ben Webster;The Soul of Ben Webster (Disc 2);jazz;;;
101196;1635;a812651c;Paul Mauriat;Mamy blue & The Godfather;jazz;Instrumental Pop;;1971
101197;1636;a907940d;VARIOUS;STATUS PRESENTS HOLLYWOOD LOUNGE;jazz;Jazz;ID3G:   8;
101198;1637;a909090c;Earl Hines;Up To Date With Earl Hines;jazz;;;
101199;1638;a9090f0c;Tito Puente;Dance Mania (Vol 1);jazz;;;
101200;1639;a909200c;Coleman Hawkins;Picasso;jazz;Jazz;;
101201;1640;a909250c;Jazzman;whatiswrongwithgroovin';jazz;Jazz+Funk;YEAR: 2001;2001
101202;1641;a9092d0c;Jan Krtitel;Pozvánka Na Jazz;jazz;;;
101203;1642;a909e00c;Lachmann Norbert;Lachmann's Art of Improvisation;jazz;Jazz;;
101204;1643;a90a6a0b;Ellis Larkins;In An Ellington Mood  - DO nothin' 'til YOU HEAR from ME;jazz;Jazz;ELLIS LARKINS, piano\nBEVERLY PEER, Bass;
101205;1644;a90aa20c;The Jazztown Trio;Sax & Seduction Vol 2;jazz;Easy Listening;;2000
101206;1645;a90add0e;Ella Fitzgerald;Private Collections;jazz;;Made in Italy;
101207;1646;a90b5f0c;¹ÚÁø¿µ 6Áý[Game];Game;jazz;;;
101208;1647;a90b660b;Scott Williamson Jazz Quartet;Deck the Halls;jazz;Jazz;;1998
101209;1648;a90b730b;Cyrus Chestnut;Earth Stories;jazz;;;
101210;1649;a90b730e;Jeanne Lee & Ran Blake;The Legendary Duets;jazz;Jazz;YEAR: 1961 ID3G: 8;1961
101211;1650;a90b860c;Duke Ellington;12 Classics;jazz;Jazz;;2002
101212;1651;a90bea0c;Susannah McCorkle;No More Blues;jazz;Jazz;YEAR: 1989 ID3G: 8;1989
101213;1652;a90bf10d;Bara Vox;We're Going Up;jazz;;;
101214;1653;a90bf60e;Antonio Carlos Jobim;Salena Jones. Jobim with the Jobim's;jazz;;;
101215;1654;a90c2d0c;Ron Sunshine;Deluxe;jazz;;;
101216;1655;a90c860b;Play A Long Nr 34;Jam Session;jazz;;;
101217;1656;a90c960b;Lonnie Plaxico;Plaxico;jazz;Jazz;ID3G: 8;
101218;1657;a90ce70c;Ella Fitzgerald And Louis Armstrong;Ella And Louis Again;jazz;;;
101219;1658;a90ceb0b;Herbie Hancock;Dis Is Da Drum;jazz;;(P)1994;
101220;1659;a90d080d;Louis Armstrong;The Great Chicago Concert 1956 (Disc 2);jazz;Jazz;;1997
101221;1660;a90d3b0c;Herbie Nichols Project;Dr. Cyclops' Dream;jazz;Jazz;;1999
101222;1661;a90d480d;æ?¾å±…æ…¶å­?;ãƒ•ãƒ«ãƒ ãƒ¼ãƒ³ãƒ»ã‚¢ãƒ³ãƒ‰ãƒ»ã‚¶ãƒ»ã‚·ãƒ¥ãƒ©ã‚¤ãƒ³;jazz;Jazz;;2002
101223;1662;a90d6a0c;Joe Zawinul;Dizionario Enciclopedico del Jazz;jazz;Jazz;;1991
101224;1663;a90d910e;Tom Kubis;At Last;jazz;;;
101225;1664;a90dcc0b;Leipziger Saxophon Quartettassages;plays Rolf von Nordenskjöld - Passages;jazz;;Leipziger Saxophon Quartett \n\nBIT 11158\nBernd Brückner, Ka;
101226;1665;a90dd80d;various;too marvlous;jazz;Jazz;ID3G:   8;
101227;1666;a90def0b;Paul Desmond, Jim Hall;Bossa Antigua;jazz;Jazz - Bossa Nova;;1964
101228;1667;a90eb00b;Alan Broadbent Trio;Pacific Standard Time;jazz;;;
101229;1668;a90f790d;Various Artists;Jazz Moods cd 2;jazz;;;
101230;1669;a910060e;Incognito;Positivity;jazz;Acid Jazz;YEAR: 1993 ID3G: 74;1993
101231;1670;a2100d0c,a9100e0c;The Duke Ellington Orchestra;Digital Duke;jazz;Jazz;Orchestra Conducted by Mercer Ellington\n\nSpecial Guest Performers:\n;1987
101232;1671;a9102c0a;Dave Holland;Conferences;jazz;Jazz;;1998
101233;1672;a910740d;Duke Ellington;Jazz Masters 4;jazz;;;
101234;1673;a9108c0b;Jacob Fred Jazz Odyssey;Live in Tokyo;jazz;;;
101235;1674;a910c80c;Jay Leonhart;With His Friends, Live At Fat Tuesday's;jazz;;;1993
101236;1675;a9115b0c;D'Rivera, Paquito;A Taste of Paquito D'Rivera;jazz;;1994 Sony Music Entertainment Inc.;
101237;1676;a911640c;Aria and Demetrio Stratos;Jazz  & Tzaz (compilation);jazz;;;
101238;1677;a9116b0d;Various;Live at ribs;jazz;;;
101239;1678;aa06230c;Meirelles e os Copa 5;O Novo Som;jazz;Jazz;;
101240;1679;aa08800c;Big Band Classics;Big Band Swing;jazz;Big Band;;2003
101241;1680;aa08a20b;Sadao Watanabe;Jazz & Bossa;jazz;Jazz;;1986
101242;1681;aa090d0e;Nara Leão;Manhã de Liberdade;jazz;;;
101243;1682;aa09350c;Louis Armstrong;Louis Armstrong and his orchestra;jazz;Jazz;;2002
101244;1683;aa0a4a0c;IHS World Orchestra;Around the World;jazz;Jazz;;2002
101245;1684;aa0a5e0c;Sonny Criss;Jazz U.S.A.;jazz;Jazz;;1956
101246;1685;aa0a6c0c;Louis Armstrong;Snake Rag;jazz;;;
101247;1686;aa0a780c;Beegie Adair Trio;Jazz Piano Christmas;jazz;Jazz;YEAR: 1999 ID3G:   8;1999
101248;1687;aa0ac20c;Alexander Road High School Big Band;Alex Big Band;jazz;;;
101249;1688;aa0acd0d;Sarah Vaughan;The Divine;jazz;;;
101250;1689;aa0b0b0c;Loskot;Amariuch;jazz;Jazz;;
101251;1690;aa0b0f0c;Pinja;Haamumaili;jazz;;;2002
101252;1691;aa0b660d;Amazing Grace;Bob Snyder;jazz;Jazz;;1995
101253;1692;aa0b7f0c;Various;Cool Notes Of Summer;jazz;;;
101254;1693;aa0bb10e;Elis Regina;Sucessos Inesquecíveis de Elis Regina - Vol. 5;jazz;Bossa Nova;;2002
101255;1694;aa0bbc0c;Nina Simone;My Baby Just Cares For Me;jazz;Soul;;1997
101256;1695;aa0c260c;Piltch & Davis;Feast;jazz;;;
101257;1696;aa0c3c0c;The Doc Fingers trio;A little off the top;jazz;Blues;;98
101258;1697;aa0c400b;Bill Evans;Portrait in Jazz;jazz;Jazz - Post Bop;ID3G:   8;1959
101259;1698;aa0c610d;Various;Jazz Dance;jazz;Jazz;;
101260;1699;aa0c970c;Pink Martini;Sympathique;jazz;;;1997
101261;1700;aa0d590b;Trio Grande;Silent Night;jazz;;;
101262;1701;aa0df30c;Kimiko Ito;KIMIKO;jazz;Jazz;YEAR: 2000 ID3G: 8;2000
101263;1702;aa0dfc0d;Chieli Minucci;Jewels;jazz;;;
101264;1703;aa0e060e;Jazzfestival vol. 11;Latin Groove;jazz;Jazz;;2002
101265;1704;aa0e300c;Various (ÀÌÁ¤½ÄÀÇ '0'½ÃÀÇ ÀçÁî);Smooth Jazz (Disc 2 - The Night);jazz;;;
101266;1705;aa0e440d;Sir Kippy Marks;The Arrival;jazz;Jazz;;2001
101267;1706;aa0e460d;Inquisición;Black Leather From Hell;jazz;Metal;YEAR: 1999;1999
101268;1707;aa0e530d;smooth jazz sampler;wjjz 106.1;jazz;;;
101269;1708;aa0e560d;Paul Jackson Jr.;Still Small Voice;jazz;Jazz+Funk;;2003
101270;1709;aa0ea30c;Ricky Peterson;Souvenir;jazz;;;
101271;1710;aa0eb10c;Fattburger/Best of Fattburger;Fattburger/Best of Fattburger;jazz;;;
101272;1711;aa0f390c;Hank Roberts;The Truth & Reconciliation Show;jazz;;;
101273;1712;aa0f850c;Fourplay;Heartfelt;jazz;Jazz;YEAR: 2002;2002
101274;1713;aa0fae0c;Bill Frisell;Bill Frisell with Dave Holland and Elvin Jones;jazz;Jazz;YEAR: 1999;1999
101275;1714;aa104b0d;New Rob van Bavel trio;Piano grand slam;jazz;Jazz;;
101276;1715;aa11360c;Jamiroquai;Titanium;jazz;Funk;;2002
101277;1716;aa11470d;Wes Montgomery;feat. Tommy Flanagan - Hank Jones - Percy Heath;jazz;jazz;;1995
101278;1717;aa115c0c;Purcell, Ravel, Grieg et al.;Funeral Music;jazz;;EMI Records Ltd Hayes Middlesex, England, 1991;
101279;1718;aa11f70d;Various Artists;Atlantic Jazz;jazz;;;
101280;1719;ab07fb0c;Varios Artistas;Bossa Nova Sin Limite;jazz;Bossanova;;1991
101282;1720;ab08970c;Django Reinhardt;Nuits de Saint-Germain-des-Pr s;jazz;;1-4 Paris, 11 mai 1951\n5-8 Paris, 30 janvier 1952\n9-12 Paris, 30 janvier 1953\nBernard Hullin (1-3), Roger Gu rin (5-9,11): trumpet\nHubert Fol (1-11): clarinette, saxophone alto\nRaymond Fol (1-8): piano\nMaurice Vander (9-12): piano\nDjango Rein;
101283;1721;ab09410e;Waller Teagarden Hodges Norvo;Jazz-Blues-Soul 1943-44;jazz;;;
101284;1722;ab09e40e;Cab Calloway;Jazz After Hours;jazz;Jazz;CD 2 of 2;2001
101285;1723;ab0ab00e;Herman van Veen & The Rosenberg Trio;Je Zoenen Zijn Zoeter;jazz;;;
101286;1724;ab0b7a0c;Benny Goodman;Live At Carnegie Hall (1937) - Disc One;jazz;Swing;Columbia, G2K 40244;1937
101287;1725;ab0bed0c;Spiel Acid Jazz Band;;jazz;;;
101288;1726;ab0c0d0c;Chicago;Night & Day;jazz;;;
101289;1727;ab0c400b;Kevin Stoller;A Wishing Season;jazz;;;
101290;1728;ab0c4a0d;Quintessence;Essentials Of Jazz;jazz;;;
101292;1729;ab0c7f0d;Slunecni Orchestr;Afrodisiaka;jazz;Jazz;;1998
101293;1730;ab0c8c0e;Capelino;La copine;jazz;;featuring Stephane Grappelli\nMunich Records 1993\nBMCD 281;
101294;1731;ab0cf20d;Various;Jazziz - Dec 2003;jazz;Jazz;;2003
101295;1732;ab0d2a0b;Physical Therapy;Physical Therapy;jazz;;;
101296;1733;ab0d920c;Rick Braun;Beat Street;jazz;Fusion;;1995
101297;1734;ab0dcc0d;Karin Krogh;Something boorowed something new;jazz;Jazz;;1989
101298;1735;ab0de70e;Louis Armstrong;Louis Armstrong & His All-Stars 1956;jazz;;;
101299;1736;ab0e130d;Shorty Rogers;The Shorty Rogers Big Band, Volume 1;jazz;;;
101300;1737;ab0edb0e;Bobby Short;Songs of New York;jazz;;;
101302;1738;ab0efb0c;Jan Luley Trio;Louisiana Café;jazz;Jazz;YEAR: 1997 ID3G:   8;1997
101303;1739;ab0fb60d;Various;Concord Hybrid Sampler;jazz;;;
101304;1740;ab10b20b;Miles Davis;Chronicle (Disc 3);jazz;Jazz;\nYEAR: 1987  ID3G:   8;1987
101305;1741;ab10da0c;Santiago De La Muela;Lo Que Nos Gusta Es Esto;jazz;;;2000
101306;1742;ab11360a;Billy Cobham;North by Northwest;jazz;Jazz;;2000
101307;1743;ab11d11c;Cab Calloway;Volume 2 (1935-1940) - disc 3;jazz;;;
101308;1744;ab11da0c;Thelonius Monk & John Coltrane;Monk's Music;jazz;Jazz;;1957
101309;1745;ac08230c;Everything But The Girl;Everything But The Girl;jazz;;;
101310;1746;ac09010d;Nicole Vergel de Dios;Take It From Me Soundtrack;jazz;R&B;;
101311;1747;ac09140c;BBC Big Band;Swing to the Big Bands (vol 6);jazz;;;
101312;1748;ac096e0d;Susan Werner;I Can't Be New;jazz;Jazz;;2004
101313;1749;ac09b20e;Various Artists;The Story Of 28 Original Instrumentals  -  Disc 2;jazz;Instrumental;;1992
101314;1750;ac0a300e;That's Bebob;That's Bebob;jazz;Bebob;;1992
101315;1751;ac0a620e;Harry James and his Music Makers;Trumpet Blues;jazz;;;
101316;1752;ac0c310c;Various Artists;Main Mixes Compilation (Both Sides Now Pre-Master);jazz;jazz;;1999
101317;1753;ac0c360e;Ella Fitzgerlad;Live 1964;jazz;Jazz;;1964
101319;1754;ac0ca50d;Caltech Jazz Bands;Exothermic Jazz;jazz;;;
101321;1755;ac0d460d;Lara Fabian;Lara Fabian;jazz;Rock;;2000
101322;1756;ac0d630d;Montell Jordan;Montell Jordan;jazz;R&B;by Thor;2002
101323;1757;ac0d8c0d;Ann Burton;Louis van Dijk / Collection;jazz;jazz;;
101324;1758;ac0dcd0c;Muddy Waters;Muddy Waters Blues Band;jazz;;;
101325;1759;ac0e0d0d;Dee Dee Bridgewater;Dear Ella;jazz;Jazz;;
101326;1760;ac0e260d;Various;Jazz for lovers;jazz;Jazz;;2000
101327;1761;ac0e480d;The Tab Two;Space Case;jazz;jazz;;1992
101328;1762;ac0e590c;Ann Malcolm;Incident'ly;jazz;Jazz;;1993
101330;1763;ac0eb00d;Jimmy Scott;Jimmy Scott (Warner jazz);jazz;Jazz;YEAR: 2000 ID3G: 8;2000
101331;1764;ac0edc0c;Al Di Meola;The Infinite Desire;jazz;jazz;;1998
101332;1765;ac0f0e0b;Lettuce;Outta Here;jazz;Funk;ID3G: 8;2002
101333;1766;ac0f520d;Solar System;Solar System;jazz;;;
101334;1767;ac0f6a0d;Dizzy Gillespie;In Paris;jazz;;;1949
101335;1768;ac0f760c;Various;Fantasy Presents - Big Band Jazz;jazz;jazz;;
101336;1769;ac0f850b;Bill Evans;The Complete Riverside Recordings [disc 11];jazz;Jazz - Post Bop;;1963
101337;1770;ac0fb70c;Dolphins;Old World New World;jazz;;dmp\nCD-487;
101338;1771;ac0fe70d;Miles Davis;The King Of Cool;jazz;Jazz;;
101339;1772;ac0ffd0b;Mike Ellis;Other Worlds;jazz;Jazz;;1995
101340;1773;ac10180d;Jazz at Midnight;CD 5;jazz;Jazz;;2000
101341;1774;ac101b0d;Courtney Pine;Modern Day Jazz Stories;jazz;Jazz;YEAR: 1995 ID3G: 8;1995
101342;1775;ac10aa0d;Various Artists;Blue Note Blend;jazz;Jazz;I picked this up at a Starbucks some time ago. Not sure whether it's one;2000
101343;1776;ac11560d;Aebersold;Vol.79 Avalon;jazz;Jazz;;1997
101344;1777;ac12800c;Various;International Jazz-Festival Berlin;jazz;;;
101345;1778;ac25540e;Anna Maria Jopek & Pat Metheny;Upojenie;jazz;Jazz;;2002
101346;1779;ad07180c;Fats Waller;Last Testament His Final Recordings;jazz;;;
101347;1780;ad08800c;Christopher Mason;Sakura;jazz;;;
101348;1781;ad09cc0e;Benny Goodman;The Benny Goodman Gold Collection;jazz;;;
101349;1782;ad0ace0c;Olivia Cooper;Gospel pearls;jazz;;;
101351;1783;ad0b250e;Homebrew Dixie;Borderline Blues;jazz;Jazz;YEAR: 2001 ID3G: 8;2001
101352;1784;ad0b650c;Takashi Kako;Klee;jazz;;;
101353;1785;ad0bc00b;Richard Elliot;Chill Factor;jazz;Jazz;YEAR: 1999;1999
101355;1786;ad0c1e0d;Larry Coryell;Fallen Angel;jazz;Jazz;;1993
101356;1787;ad0c7c0b;Revolution magazine;Departures (August 2000);jazz;;;
101357;1788;ad0c8e0d;DRG;Songbirds;jazz;Jazz;YEAR: 1985 ID3G: 8;1985
101358;1789;ad0cbf0c;The Charlie Byrd Trio;The Bossa Nova Years;jazz;Jazz;YEAR: 1991 ID3G: 8;1991
101359;1790;ad0cf00c;Various Artists;Welcome to the Jazz Cafe;jazz;Jazz;;1998
101360;1791;ad0d680c;jazz fm;driftin' Disc 1;jazz;;;
101361;1792;ad0dd30b;Dave Samuels, Paquito D'Rivera, Andy Narell;The Caribbean Jazz Project;jazz;Jazz;;1995
101362;1793;ad0ea90c;Erik Friedlander;Quake;jazz;Jazz;YEAR: 2003 ID3G: 8;2003
101363;1794;ad0ef50c;Bill Pierce;The Complete William the Conquerer Sessions;jazz;;with Keith Copeland on drums, John Lockwood on bass, James Sid Simmions;
101364;1795;ad0f070b;Mike Longo;I miss you John;jazz;Jazz;;1995
101365;1796;ad0f4b0c;Joan Armatrading;Something In The Air That Night;jazz;;;
101366;1797;ad0f5b0c;Various Artists;Indétendances Jazz;jazz;jazz;;2002
101367;1798;ad0f7e0d;McCoy Tyner;Things Ain't What They Used To Be;jazz;;;1989
101368;1799;ad0f9e0d;Various Artists;Concord Records 30th Anniversary 4;jazz;Jazz;;
101369;1800;ad10210b;Andre Ceccarelli Quartet;West Sisde Story;jazz;Jazz;YEAR: 1997 ID3G:   8;1997
101370;1801;ad10a60e;Schryer Band, Pierre;Blue Drag;jazz;Jazz;;2003
101371;1802;ad10c10e;Supreme Chord Jesters;Playground;jazz;Jazz;;
101372;1803;ad10f60c;Junior Cook;Senior Cookin';jazz;;;
101373;1804;ad11f20d;Miles Davis;The very best of Miles Davis;jazz;;;
101374;1805;ae08010c;Various Artists;Songs That Won WWII - Swing;jazz;Swing;;
101375;1806;ae08d00e;George and Ira Gershwin;Greatest Hits;jazz;Swing;ID3G: 83;
101376;1807;ae08f90c;The Cabildos;Crossfire;jazz;Jazz+Funk;;
101377;1808;ae09030e;Williams Smith Spanier Armstrong;Jazz-Blues-Soul 1925-26;jazz;;;
101378;1809;ae09a30c;Yuji Ohno;Lupin the 3rd - Original Soundtrack 3;jazz;;;
101379;1810;ae09c50d;Gillespie, Dizzy;The Champ;jazz;Jazz;;1951
101381;1811;ae09e00e;Billie Holiday;Jazz Masters;jazz;Jazz;;1996
101382;1812;ae09ea0f;Helge Schneider;Guten Tach;jazz;Jazz;ID3G:   8;
101383;1813;ae0a6a0e;Edith Piaf;La Légende (Disc 2);jazz;Jazz;;
101384;1814;ae0ab70f;Susie Arioli Band;On The Sentimental Side;jazz;Jazz;;2004
101385;1815;ae0c1c0e;Nouvelle Cuisine;Slow Food;jazz;Jazz;ID3G:   8;
101386;1816;ae0c3f0b;The Rippingtons [Featuring Russ Freeman];Black Diamond;jazz;Jazz;YEAR: 1997 ID3G: 8;1997
101388;1817;ae0c590c;Hard Rock Metal Hammer;Off Road Tracks Vol. 70;jazz;Metal;YEAR: 2003 ID3G: 9;2003
101389;1818;ae0c770c;Sam Rivers Quartet;Lazuli;jazz;;;
101390;1819;ae0c9e0c;Buddy Rich & Max Roach;Rich Versus Roach;jazz;Jazz;;
101391;1820;ae0cb40d;Lolo Reinhard;Project No°1;jazz;;;2002
101392;1821;ae0cd20c;Mari Natsuki;La Parole;jazz;Jazz;YEAR: 2002 ID3G: 8;2002
101393;1822;ae0d080e;Hot Strings;All The Things We Like;jazz;;;
101394;1823;ae0d210d;Papa Bue's Viking Jazzband;On Stage;jazz;Jazz;Bellaphon CDTTD 511  (1984);1984
101395;1824;ae0de40c;Frank Carlberg;Blind Drive;jazz;;;
101396;1825;ae0e150d;Andrea Keller;Thirteen Sketches;jazz;Jazz;;
101397;1826;ae0e1a0c;³ªÀ±¼±;Reflect;jazz;Jazz;YEAR: 2001;2001
101398;1827;ae0e880c;Mark Whitfield;Mark Whitfield;jazz;;;
101399;1828;ae0e8f0a;Tony Gould;River Story;jazz;Jazz;;1999
101400;1829;ae0ee40d;Duke Ellington;Live At The Blue Note (Disc 2);jazz;;;
101401;1830;ae0f1f0d;Duke Ellington;Figure charismatique;jazz;;;
101402;1831;ae10330d;Various;Jazziz Nov 2000;jazz;Jazz;;2000
101403;1832;ae10730d;LaRose,Lederer,Swell,Duval;Obbligato;jazz;Jazz;Mary LaRose - vocals\nJeff Lederer - reeds\nSteve Swell - trimbone\nDomin;2002
101404;1833;ae10be0b;Le Poete Lutumba Simaro;Coeur Artificiel;jazz;;;
101405;1834;ae10d10c;Various Artists;Night Moves In Jazz;jazz;;;
101406;1835;ae11220c;Metallica (live);S&M Disk 2;jazz;Metal;YEAR: 1999;1999
101407;1836;ae11640c;Jim Pepper · Claudine Francois Trio;Camargue;jazz;Jazz;;1989
101408;1837;ae11a60d;V.A.;Pisnicky Jaroslava Jezka a V+W;jazz;;;
101409;1838;ae11f80b;Sting & Gil Evans;Last Session (Live at Perugia Jazz Festival july, 11th 1987);jazz;Jazz;YEAR: 1987 ID3G: 8;1987
101411;1839;af087b0c;Anita O'Day;Trav'lin Light;jazz;Vocal;;
101412;1840;af09b50c;Kate Brislin & Katy Moffatt;Sleepless Nights;jazz;;;
101413;1841;af09b80e;Stefano Bollani;Småt Småt;jazz;;;
101414;1842;af09c80e;Williams Smith Spanier Armstrong;Jazz-Blues-Soul 1925-26;jazz;;;
101415;1843;af0a420c;Die Sterne;In Echt;jazz;Jazz+Funk;ID3G: 29;
101416;1844;af0a630e;Samson Schmitt Quintet;Djieske;jazz;Jazz;;2002
101418;1845;af0b200d;The Keynoters;The Keynoters with Nat King Cole;jazz;Jazz;;1987
101419;1846;af0b360c;Off Road Tracks;Vol. 71;jazz;Metal;YEAR: 2003;2003
101420;1847;af0b5a0c;Kenny G;Faith - A Holiday Album;jazz;Jazz;YEAR: 1999;1999
101421;1848;af0bef0d;Miles Davis;Porgy and Bess;jazz;;;
101422;1849;af0c6f0c;Richard Bona;Scenes from my life;jazz;Jazz;YEAR: 2000;2000
101423;1850;af0c750f;Benny Goodman;Greatest Hits;jazz;Jazz;DISC: 1\nUPC: 090266848928\nLABEL: RCA/Victor\nENSORECORD: 133881\n;1996
101424;1851;a90c820c,af0c820c;Various;Stadtgarten Series Vol. 2;jazz;;;
101425;1852;af0cac0c;Kim Prevost & Bill Solley;I Would Give All My Love;jazz;Jazz;YEAR: 1999 ID3G: 8;1999
101426;1853;af0cb40d;Louis Armstrong;Ambassador Satch;jazz;;;
101427;1854;af0cf00c;Jazz Inspiration Records;Jazz Inspiration Records Compilation;jazz;;1997 Jazz Inspiration Ltd.;
101428;1855;af0cf50e;Lillian Boutté;He Touched Me;jazz;;;
101429;1856;af0d7d0c;William Tang;Movin' On;jazz;Jazz;;1996
