febrl1_id;febrl2_id;id
15428;59134;8916
15428;90991;8917
15431;18932;8918
15431;104164;8919
15432;55264;8920
15433;45209;8921
15433;123580;8922
15442;63406;8923
15447;26316;8924
15447;72875;8925
15450;46455;8926
15450;78740;8927
15453;47901;8928
15455;51901;8929
15456;18400;8930
15456;83803;8931
15464;127616;8932
15467;39513;8933
15467;42138;8934
15468;22992;8935
15468;55117;8936
15471;63394;8937
15474;65637;8938
15474;80152;8939
15475;83996;8940
15476;100569;8941
15476;116162;8942
15481;16108;8943
15481;105687;8944
15489;117162;8945
15494;32232;8946
15494;109335;8947
15495;62736;8948
15496;71867;8949
15496;118362;8950
15500;128144;8951
15501;20430;8952
15506;63994;8953
15508;49027;8954
15508;129451;8955
15512;23431;8956
15512;110679;8957
15515;89172;8958
15515;99370;8959
15520;91425;8960
15520;101984;8961
15525;17047;8962
15525;27015;8963
15526;44393;8964
15526;115043;8965
15528;67003;8966
15528;120772;8967
15531;123212;8968
15532;129613;8969
15537;21829;8970
15537;28664;8971
15547;49617;8972
15548;32081;8973
15548;103332;8974
15550;90972;8975
15550;104818;8976
15554;63004;8977
15554;99256;8978
15555;51036;8979
15556;64790;8980
15557;122918;8981
15558;25475;8982
15558;43163;8983
15559;102247;8984
15559;127786;8985
15560;40507;8986
15561;93352;8987
15562;27178;8988
15562;37710;8989
15563;66223;8990
15565;20891;8991
15570;67876;8992
15570;103519;8993
15573;48894;8994
15575;121840;8995
15576;81672;8996
15576;118684;8997
15579;24059;8998
15579;92174;8999
15581;71940;9000
15581;72988;9001
15586;34444;9002
15586;43499;9003
15588;125403;9004
15589;42875;9005
15594;117836;9006
15596;23468;9007
15596;126475;9008
15597;53628;9009
15597;89748;9010
15599;82943;9011
15601;49917;9012
15602;69124;9013
15604;114380;9014
15605;32023;9015
15608;54158;9016
15609;56749;9017
15609;119800;9018
15610;111152;9019
15611;45253;9020
15611;47059;9021
15613;65244;9022
15613;117764;9023
15614;26663;9024
15617;46425;9025
15617;100492;9026
15618;38763;9027
15618;89199;9028
15619;34467;9029
15619;67887;9030
15628;68233;9031
15629;21397;9032
15629;99255;9033
15631;53036;9034
15632;44534;9035
15632;92058;9036
15634;59182;9037
15636;102840;9038
15640;127204;9039
15643;95340;9040
15644;19167;9041
15647;36253;9042
15650;103411;9043
15652;95355;9044
15652;120759;9045
15653;113508;9046
15655;119943;9047
15656;41057;9048
15656;72292;9049
15657;65414;9050
15661;63545;9051
15663;31736;9052
15663;115661;9053
15664;86933;9054
15665;68677;9055
15665;82603;9056
15669;117805;9057
15676;84231;9058
15676;107313;9059
15680;61039;9060
15682;97094;9061
15685;75185;9062
15686;81112;9063
15686;83225;9064
15688;113700;9065
15688;122026;9066
15689;59012;9067
15689;104579;9068
15691;80851;9069
15692;60115;9070
15693;37445;9071
15693;98662;9072
15695;103109;9073
15698;36015;9074
15698;54442;9075
15705;67582;9076
15708;99333;9077
15709;20462;9078
15712;72881;9079
15716;78359;9080
15717;20642;9081
15717;103811;9082
15721;28586;9083
15721;93191;9084
15724;16596;9085
15726;21452;9086
15726;24290;9087
15741;91426;9088
15742;85027;9089
15747;45956;9090
15748;21451;9091
15748;68203;9092
15750;114743;9093
15750;124138;9094
15751;60652;9095
15752;77325;9096
15752;86243;9097
15757;117470;9098
15758;43335;9099
15762;113109;9100
15762;113738;9101
15766;114279;9102
15772;17455;9103
15773;61826;9104
15773;106939;9105
15775;115890;9106
15781;46726;9107
15781;100279;9108
15783;60592;9109
15783;119428;9110
15784;68225;9111
15785;121632;9112
15786;124454;9113
15794;64048;9114
15796;110895;9115
15796;125124;9116
15798;82928;9117
15798;114936;9118
15799;69848;9119
15799;112054;9120
15803;97316;9121
15808;61429;9122
15808;63832;9123
15810;100581;9124
15810;126204;9125
15812;37540;9126
15812;99468;9127
15815;81464;9128
15816;25244;9129
15816;72945;9130
15817;24806;9131
15817;116798;9132
15819;107226;9133
15822;98979;9134
15822;120582;9135
15823;48320;9136
15829;65201;9137
15831;106709;9138
15831;117563;9139
15837;56807;9140
15837;109865;9141
15839;21373;9142
15843;57777;9143
15843;87228;9144
15845;80709;9145
15846;44420;9146
15853;32763;9147
15856;47438;9148
15856;68512;9149
15868;23983;9150
15868;74077;9151
15877;128578;9152
15881;129851;9153
15886;43017;9154
15891;40149;9155
15891;86678;9156
15899;22884;9157
15903;126754;9158
15904;80514;9159
15906;18429;9160
15906;125895;9161
15908;27343;9162
15908;110942;9163
15910;38548;9164
15911;55710;9165
15912;94692;9166
15913;85286;9167
15917;18050;9168
15917;39947;9169
15918;56579;9170
15920;40538;9171
15920;57982;9172
15921;50063;9173
15922;80540;9174
15924;17550;9175
15924;124480;9176
15927;91096;9177
15928;35080;9178
15932;18812;9179
15932;45411;9180
15935;101380;9181
15935;113344;9182
15938;60120;9183
15938;128327;9184
15942;86760;9185
15946;83683;9186
15946;126902;9187
15949;24439;9188
15951;25436;9189
15951;54712;9190
15953;34513;9191
15953;76339;9192
15959;89395;9193
15965;96247;9194
15965;123865;9195
15969;34286;9196
15969;99201;9197
15970;115574;9198
15971;59886;9199
15978;43294;9200
15979;72555;9201
15980;76672;9202
15983;70528;9203
15983;100656;9204
15985;33248;9205
15985;102767;9206
15992;55053;9207
15992;114141;9208
15993;26366;9209
16000;36597;9210
16000;45714;9211
16001;72418;9212
16002;59803;9213
16002;116700;9214
16004;29992;9215
16004;110314;9216
16007;18368;9217
16013;33125;9218
16013;59361;9219
16015;92885;9220
16016;21098;9221
16016;23652;9222
16018;48922;9223
16018;119267;9224
16022;59708;9225
16022;84429;9226
16023;39714;9227
16023;129533;9228
16033;90048;9229
16034;24270;9230
16035;35813;9231
16036;35529;9232
16036;46045;9233
16038;115152;9234
16040;18841;9235
16040;48073;9236
16042;42971;9237
16042;46265;9238
16043;66356;9239
16048;23742;9240
16048;49065;9241
16050;55393;9242
16053;72687;9243
16053;107895;9244
16055;72309;9245
16055;85349;9246
16058;27621;9247
16058;89130;9248
16059;115697;9249
16059;117817;9250
16060;80352;9251
16061;35575;9252
16061;79509;9253
16062;128620;9254
16063;62530;9255
16063;83280;9256
16064;108962;9257
16066;101049;9258
16067;63150;9259
16067;67441;9260
16070;36219;9261
16071;45342;9262
16071;70760;9263
16073;114241;9264
16074;96909;9265
16074;115302;9266
16077;58349;9267
16078;36627;9268
16079;121966;9269
16081;113641;9270
16084;63161;9271
16092;20508;9272
16094;31584;9273
16094;121246;9274
16095;78235;9275
16095;91974;9276
16097;100701;9277
16097;103857;9278
16098;34022;9279
16098;117547;9280
16102;60709;9281
16107;72951;9282
16108;105687;9283
16110;56953;9284
16115;60693;9285
16117;19769;9286
16117;34972;9287
16119;53393;9288
16120;118448;9289
16121;75722;9290
16124;77035;9291
16129;26835;9292
16129;33967;9293
16137;22790;9294
16137;92707;9295
16138;42556;9296
16138;80803;9297
16144;27961;9298
16145;60078;9299
16148;48683;9300
16148;75636;9301
16151;57503;9302
16151;67705;9303
16153;112695;9304
16162;66298;9305
16164;22771;9306
16164;24642;9307
16168;23640;9308
16168;105350;9309
16172;30694;9310
16180;98146;9311
16184;54365;9312
16184;115734;9313
16186;86139;9314
16186;128604;9315
16188;84625;9316
16188;109878;9317
16190;69302;9318
16198;35997;9319
16199;57448;9320
16201;48895;9321
16201;125187;9322
16203;28873;9323
16203;127987;9324
16205;83190;9325
16205;126203;9326
16207;101423;9327
16211;126635;9328
16213;76629;9329
16214;61921;9330
16215;55301;9331
16216;41671;9332
16218;104783;9333
16220;72095;9334
16220;80459;9335
16222;57100;9336
16222;69372;9337
16233;88781;9338
16234;19944;9339
16234;73192;9340
16239;19989;9341
16239;51392;9342
16247;86764;9343
16259;31645;9344
16259;122827;9345
16261;36593;9346
16261;123271;9347
16269;35719;9348
16269;51826;9349
16271;47327;9350
16271;59447;9351
16272;88549;9352
16272;94908;9353
16276;23009;9354
16279;100780;9355
16293;43481;9356
16293;60330;9357
16294;79348;9358
16296;37236;9359
16297;77306;9360
16300;124438;9361
16301;26053;9362
16303;105784;9363
16303;120216;9364
16306;79631;9365
16307;22201;9366
16307;123415;9367
16310;65430;9368
16312;76725;9369
16313;51700;9370
16313;117510;9371
16315;86602;9372
16315;91828;9373
16318;31515;9374
16318;41331;9375
16322;93212;9376
16322;108608;9377
16326;22377;9378
16326;56731;9379
16329;87558;9380
16336;116968;9381
16336;127401;9382
16337;32423;9383
16337;91110;9384
16338;110115;9385
16338;119237;9386
16343;25814;9387
16343;58534;9388
16344;61990;9389
16344;117192;9390
16349;96988;9391
16349;119283;9392
16350;22547;9393
16355;50592;9394
16357;36701;9395
16359;22694;9396
16359;38129;9397
16364;17865;9398
16367;113556;9399
16368;66228;9400
16368;77166;9401
16369;79510;9402
16371;86283;9403
16373;102642;9404
16373;128368;9405
16374;75949;9406
16374;109504;9407
16375;120669;9408
16377;24735;9409
16377;60721;9410
16379;55386;9411
16379;56338;9412
16380;124734;9413
16381;44061;9414
16381;93595;9415
16382;19084;9416
16382;53082;9417
16383;88026;9418
16383;112179;9419
16388;30085;9420
16389;88772;9421
16389;101342;9422
16394;75042;9423
16397;55187;9424
16397;74093;9425
16400;18460;9426
16400;62464;9427
16403;37191;9428
16413;82909;9429
16413;107176;9430
16417;92192;9431
16418;83187;9432
16425;63027;9433
16430;60458;9434
16431;22177;9435
16431;98715;9436
16434;102522;9437
16434;127563;9438
16435;55066;9439
16436;71012;9440
16436;113280;9441
16437;50781;9442
16441;44666;9443
16444;66079;9444
16448;102414;9445
16450;26433;9446
16450;39447;9447
16453;79739;9448
16453;99938;9449
16458;82018;9450
16459;47790;9451
16461;41158;9452
16462;45851;9453
16462;60658;9454
16466;81714;9455
16466;124523;9456
16470;70403;9457
16470;77009;9458
16471;106650;9459
16474;82808;9460
16480;106406;9461
16486;44558;9462
16490;27353;9463
16490;83932;9464
16491;94043;9465
16495;101331;9466
16497;64367;9467
16498;39093;9468
16498;95048;9469
16499;24477;9470
16499;44718;9471
16501;39245;9472
16501;86963;9473
16502;25208;9474
16502;43216;9475
16506;71822;9476
16506;94274;9477
16508;124481;9478
16509;33317;9479
16510;47125;9480
16510;80139;9481
16516;39987;9482
16516;73243;9483
16522;106074;9484
16522;114508;9485
16524;36140;9486
16527;78340;9487
16531;102587;9488
16532;66067;9489
16532;78828;9490
16536;77563;9491
16536;85777;9492
16541;72692;9493
16545;18903;9494
16551;92987;9495
16551;104573;9496
16553;95374;9497
16553;103418;9498
16559;55272;9499
16559;107085;9500
16568;109468;9501
16571;79828;9502
16571;95347;9503
16573;106775;9504
16575;61633;9505
16577;64554;9506
16580;55724;9507
16580;89117;9508
16582;75616;9509
16582;79807;9510
16585;75803;9511
16585;128158;9512
16594;51317;9513
16594;83607;9514
16597;52018;9515
16597;72376;9516
16600;89370;9517
16602;120591;9518
16604;129329;9519
16606;89007;9520
16612;37081;9521
16612;73394;9522
16614;33913;9523
16614;82151;9524
16615;106026;9525
16616;26605;9526
16616;126027;9527
16618;96371;9528
16622;19405;9529
16625;47050;9530
16625;116621;9531
16628;73956;9532
16631;20794;9533
16634;34477;9534
16634;107120;9535
16639;39626;9536
16642;84559;9537
16642;116529;9538
16644;59752;9539
16646;43530;9540
16646;111995;9541
16650;39113;9542
16654;53129;9543
16654;101013;9544
16655;35624;9545
16655;98916;9546
16659;59994;9547
16667;28190;9548
16667;108875;9549
16668;49507;9550
16668;85372;9551
16670;33026;9552
16670;117538;9553
16674;43063;9554
16675;33724;9555
16679;37477;9556
16681;52973;9557
16681;96842;9558
16682;56170;9559
16685;41274;9560
16685;127529;9561
16687;43722;9562
16687;74094;9563
16688;53070;9564
16690;111493;9565
16693;29907;9566
16693;93008;9567
16704;110903;9568
16706;36120;9569
16706;114144;9570
16707;40181;9571
16707;126350;9572
16709;96978;9573
16709;113143;9574
16711;105494;9575
16712;124063;9576
16713;41545;9577
16713;78144;9578
16715;44119;9579
16715;107563;9580
16729;84575;9581
16731;64061;9582
16731;114041;9583
16740;69609;9584
16740;103190;9585
16743;110280;9586
16745;47891;9587
16745;119298;9588
16746;35749;9589
16747;75652;9590
16747;120603;9591
16750;17393;9592
16750;110041;9593
16751;32352;9594
16753;41307;9595
16753;55283;9596
16754;49206;9597
16754;82149;9598
16763;30164;9599
16769;36529;9600
16770;51064;9601
16774;28124;9602
16776;77440;9603
16777;31182;9604
16777;110644;9605
16778;43460;9606
16778;90933;9607
16779;50089;9608
16779;76299;9609
16789;21633;9610
16789;119948;9611
16793;22598;9612
16793;48017;9613
16795;70965;9614
16795;114745;9615
16796;21621;9616
16797;106672;9617
16800;47921;9618
16800;55758;9619
16801;33335;9620
16801;71440;9621
16803;57469;9622
16803;63146;9623
16805;68208;9624
16805;122699;9625
16808;42219;9626
16808;105460;9627
16820;105746;9628
16821;116435;9629
16824;64008;9630
16824;68265;9631
16825;49946;9632
16826;65420;9633
16830;49877;9634
16830;57095;9635
16832;56387;9636
16834;97875;9637
16834;99332;9638
16836;52657;9639
16836;120873;9640
16837;71530;9641
16837;80166;9642
16842;86874;9643
16847;36473;9644
16853;44714;9645
16853;79273;9646
16861;25443;9647
16861;49243;9648
16864;47427;9649
16864;113792;9650
16865;128257;9651
16866;79403;9652
16866;82159;9653
16868;49013;9654
16869;50269;9655
16871;116701;9656
16875;42884;9657
16875;103510;9658
16878;29505;9659
16878;103758;9660
16881;65320;9661
16881;68418;9662
16883;19315;9663
16883;117091;9664
16885;47735;9665
16886;34754;9666
16886;102241;9667
16888;125444;9668
16892;39899;9669
16895;28106;9670
16895;96445;9671
16896;28538;9672
16896;45574;9673
16899;93630;9674
16900;51275;9675
16900;100149;9676
16901;26529;9677
16902;51134;9678
16902;107480;9679
16907;17345;9680
16908;69583;9681
16908;112241;9682
16909;39434;9683
16920;35131;9684
16920;102275;9685
16925;32438;9686
16925;52447;9687
16926;21326;9688
16927;40289;9689
16927;75524;9690
16929;79106;9691
16929;125384;9692
16932;29855;9693
16935;48716;9694
16936;116003;9695
16940;24292;9696
16941;89938;9697
16944;98008;9698
16945;35218;9699
16945;62520;9700
16949;102340;9701
16952;49354;9702
16952;77767;9703
16957;30262;9704
16957;99303;9705
16961;43739;9706
16961;72353;9707
16965;63115;9708
16966;43133;9709
16966;45130;9710
16968;46807;9711
16968;108087;9712
16969;25867;9713
16969;38229;9714
16970;104571;9715
16971;85560;9716
16972;21481;9717
16972;89167;9718
16974;26193;9719
16974;97183;9720
16977;44455;9721
16977;56576;9722
16979;53565;9723
16979;109395;9724
16983;90402;9725
16983;95686;9726
16987;116200;9727
16991;99836;9728
16994;66132;9729
16994;107867;9730
16995;34792;9731
16995;48465;9732
16996;21599;9733
16996;120660;9734
17002;35780;9735
17002;85938;9736
17003;50210;9737
17003;119293;9738
17004;80743;9739
17005;47909;9740
17005;55518;9741
17008;74201;9742
17012;21374;9743
17014;44457;9744
17014;92081;9745
17016;76736;9746
17017;85439;9747
17017;120469;9748
17020;104837;9749
17020;117709;9750
17024;96939;9751
17024;110439;9752
17025;30835;9753
17025;63631;9754
17026;106656;9755
17027;90565;9756
17028;61553;9757
17030;104300;9758
17031;90393;9759
17032;112224;9760
17036;36472;9761
17036;52101;9762
17045;24372;9763
17047;27015;9764
17049;57566;9765
17049;122149;9766
17054;68500;9767
17054;122283;9768
17055;46297;9769
17055;89948;9770
17060;34569;9771
17060;101402;9772
17063;98021;9773
17064;110807;9774
17065;28927;9775
17065;61075;9776
17066;36348;9777
17066;110907;9778
17069;94411;9779
17069;115506;9780
17076;48714;9781
17076;53592;9782
17082;42751;9783
17083;17574;9784
17083;62715;9785
17084;94726;9786
17085;49190;9787
17087;82552;9788
17087;83473;9789
17088;48805;9790
17090;95114;9791
17095;53801;9792
17097;22550;9793
17099;119392;9794
17101;83704;9795
17105;19929;9796
17105;48209;9797
17106;22816;9798
17106;58778;9799
17110;71320;9800
17112;44875;9801
17112;69430;9802
17113;21646;9803
17113;104805;9804
17114;75591;9805
17114;120329;9806
17116;94833;9807
17119;62144;9808
17121;62107;9809
17121;86747;9810
17127;84586;9811
17127;98873;9812
17131;46276;9813
17131;81613;9814
17132;45865;9815
17132;54334;9816
17135;36561;9817
17135;54444;9818
17143;31476;9819
17149;22041;9820
17150;91439;9821
17154;54513;9822
17157;101918;9823
17157;127567;9824
17164;83233;9825
17166;51220;9826
17167;108851;9827
17167;113415;9828
17169;21620;9829
17169;113846;9830
17170;63724;9831
17170;97693;9832
17172;80566;9833
17172;96206;9834
17175;49725;9835
17175;123696;9836
17176;124413;9837
17177;102824;9838
17182;41101;9839
17184;88421;9840
17185;108660;9841
17185;109171;9842
17198;85378;9843
17198;120791;9844
17199;66928;9845
17202;57991;9846
17202;62829;9847
17203;40242;9848
17203;85007;9849
17204;106066;9850
17207;22332;9851
17212;67917;9852
17214;32353;9853
17214;66125;9854
17216;117532;9855
17220;62653;9856
17222;30314;9857
17222;58095;9858
17232;82124;9859
17234;126209;9860
17237;69336;9861
17237;110249;9862
17238;41730;9863
17244;81327;9864
17245;25940;9865
17247;51292;9866
17248;48180;9867
17249;120778;9868
17259;64807;9869
17259;92577;9870
17261;30695;9871
17261;43812;9872
17267;114570;9873
17268;83861;9874
17269;28735;9875
17269;102857;9876
17270;61158;9877
17280;89739;9878
17280;115352;9879
17287;85356;9880
17290;91660;9881
17290;101323;9882
17291;87978;9883
17291;91463;9884
17295;101778;9885
17302;19673;9886
17305;22150;9887
17305;30838;9888
17308;113307;9889
17313;73548;9890
17313;95551;9891
17326;92225;9892
17332;105819;9893
17333;86578;9894
17333;120971;9895
17341;112404;9896
17342;39334;9897
17342;107991;9898
17346;43473;9899
17347;29141;9900
17347;90625;9901
17348;53368;9902
17355;81760;9903
17358;27521;9904
17359;60278;9905
17362;62698;9906
17362;112071;9907
17363;102579;9908
17365;69519;9909
17365;121865;9910
17368;38559;9911
17368;117093;9912
17371;18987;9913
17374;81831;9914
17376;100126;9915
17376;106543;9916
17381;122531;9917
17382;53445;9918
17384;83590;9919
17384;129723;9920
17386;76163;9921
17386;129958;9922
17387;37722;9923
17390;26075;9924
17390;113215;9925
17392;85162;9926
17392;114024;9927
17393;110041;9928
17395;107222;9929
17400;68672;9930
17400;122752;9931
17401;38098;9932
17402;36851;9933
17402;71163;9934
17409;35611;9935
17410;20486;9936
17410;66112;9937
17413;98664;9938
17413;100673;9939
17417;73483;9940
17417;87880;9941
17418;23986;9942
17418;38501;9943
17419;76930;9944
17420;55935;9945
17420;121773;9946
17423;50547;9947
17425;49763;9948
17425;114559;9949
17426;84863;9950
17426;86406;9951
17431;19892;9952
17431;73953;9953
17434;104966;9954
17436;81469;9955
17437;77336;9956
17437;100175;9957
17438;23715;9958
17438;115841;9959
17448;127603;9960
17450;117433;9961
17452;92415;9962
17456;21473;9963
17456;80189;9964
17460;44124;9965
17460;100135;9966
17461;61480;9967
17465;49866;9968
17465;64109;9969
17466;73465;9970
17470;82471;9971
17475;74615;9972
17476;73580;9973
17477;89595;9974
17482;37461;9975
17485;113323;9976
17487;24908;9977
17487;27624;9978
17490;66456;9979
17491;74449;9980
17491;127026;9981
17493;100225;9982
17495;67802;9983
17496;45631;9984
17496;115687;9985
17498;97812;9986
17499;83815;9987
17499;117829;9988
17501;47197;9989
17502;108772;9990
17504;122500;9991
17513;27766;9992
17513;42649;9993
17516;51139;9994
17516;122473;9995
17517;87214;9996
17521;34959;9997
17521;40437;9998
17524;29878;9999
17528;96871;10000
17535;57367;10001
17535;63863;10002
17536;44665;10003
17538;97535;10004
17538;110923;10005
17540;115061;10006
17543;79920;10007
17543;89316;10008
17544;103149;10009
17546;36906;10010
17546;45723;10011
17548;60612;10012
17549;98950;10013
17550;124480;10014
17553;119807;10015
17554;26213;10016
17555;82899;10017
17555;101881;10018
17556;39891;10019
17556;118846;10020
17558;46350;10021
17558;112022;10022
17559;73210;10023
17560;91235;10024
17571;66716;10025
17571;112668;10026
17573;25870;10027
17573;114565;10028
17574;62715;10029
17575;27362;10030
17575;71434;10031
17578;69086;10032
17579;74655;10033
17582;89620;10034
17591;35044;10035
17591;112134;10036
17595;28336;10037
17595;96891;10038
17597;65776;10039
17598;56369;10040
17603;20266;10041
17603;43384;10042
17604;48533;10043
17604;120813;10044
17614;108030;10045
17615;55743;10046
17615;76643;10047
17618;44206;10048
17618;45149;10049
17620;94467;10050
17621;99838;10051
17626;98668;10052
17629;110994;10053
17631;33840;10054
17631;56500;10055
17636;49045;10056
17636;88168;10057
17643;81150;10058
17644;65335;10059
17644;81016;10060
17645;40136;10061
17645;119719;10062
17646;49749;10063
17652;44117;10064
17652;104934;10065
17654;126548;10066
17662;17830;10067
17663;103531;10068
17665;127561;10069
17668;27885;10070
17668;68223;10071
17673;77700;10072
17674;25100;10073
17674;129421;10074
17680;23909;10075
17682;90529;10076
17683;24514;10077
17683;72503;10078
17686;27642;10079
17686;109411;10080
17687;22214;10081
17687;26288;10082
17690;33624;10083
17690;79321;10084
17691;40120;10085
17691;87680;10086
17692;79006;10087
17692;119107;10088
17701;21675;10089
17701;24562;10090
17710;68479;10091
17711;20279;10092
17713;84904;10093
17717;77006;10094
17717;126793;10095
17722;50750;10096
17726;30620;10097
17729;19470;10098
17730;42775;10099
17731;50496;10100
17732;72305;10101
17735;64448;10102
17735;65793;10103
17738;17843;10104
17738;113123;10105
17739;72207;10106
17739;86629;10107
17740;64534;10108
17744;62253;10109
17744;94757;10110
17745;22769;10111
17745;97480;10112
17747;71802;10113
17749;18943;10114
17749;60893;10115
17751;98667;10116
17754;79627;10117
17754;124348;10118
17756;46831;10119
17759;61780;10120
17767;104449;10121
17767;124583;10122
17768;115775;10123
17773;44244;10124
17773;85615;10125
17774;86225;10126
17775;86011;10127
17775;118065;10128
17776;94776;10129
17778;98880;10130
17780;95161;10131
17786;98289;10132
17789;39058;10133
17795;119612;10134
17796;73686;10135
17797;26245;10136
17799;58897;10137
17799;94919;10138
17801;32825;10139
17803;22772;10140
17803;63689;10141
17804;122772;10142
17805;87821;10143
17805;109634;10144
17807;23774;10145
17807;126728;10146
17811;123170;10147
17813;43946;10148
17818;38441;10149
17818;95962;10150
17822;68388;10151
17822;127209;10152
17826;39883;10153
17832;59893;10154
17832;114379;10155
17833;81913;10156
17835;81534;10157
17835;92143;10158
17836;125744;10159
17837;99964;10160
17841;118173;10161
17843;113123;10162
17849;39061;10163
17849;80338;10164
17850;76836;10165
17850;98292;10166
17852;106012;10167
17852;113100;10168
17854;114946;10169
17855;35136;10170
17858;57688;10171
17859;26582;10172
17859;90105;10173
17860;90995;10174
17864;119834;10175
17868;52460;10176
17868;114898;10177
17871;50361;10178
17872;37782;10179
17875;51007;10180
17875;71742;10181
17876;89046;10182
17876;116476;10183
17878;28355;10184
17878;59044;10185
17879;105201;10186
17881;118838;10187
17890;88398;10188
17892;106413;10189
17893;20341;10190
17893;94975;10191
17898;30568;10192
17898;101995;10193
17903;87032;10194
17905;116038;10195
17908;66668;10196
17913;126050;10197
17914;60442;10198
17914;101328;10199
17915;79936;10200
17921;77201;10201
17923;100949;10202
17924;49259;10203
17924;110685;10204
17928;103307;10205
17929;37632;10206
17936;49706;10207
17936;110854;10208
17938;124665;10209
17939;73137;10210
17943;104788;10211
17946;35152;10212
17946;107076;10213
17947;94107;10214
17947;99555;10215
17954;59387;10216
17956;97823;10217
17960;76858;10218
17960;87835;10219
17961;110922;10220
17963;52356;10221
17964;55766;10222
17964;91321;10223
17965;82048;10224
17965;83484;10225
17966;27486;10226
17969;23165;10227
17970;88050;10228
17971;22560;10229
17971;71233;10230
17974;28494;10231
17974;123562;10232
17975;27403;10233
17976;39128;10234
17976;59555;10235
17982;86061;10236
17982;108904;10237
17985;120913;10238
17986;86255;10239
17986;86932;10240
17988;22423;10241
17988;92554;10242
17989;126864;10243
17991;101695;10244
17991;116232;10245
17993;60336;10246
17996;103153;10247
18001;42996;10248
18005;18884;10249
18005;89679;10250
18009;29228;10251
18009;43378;10252
18012;45993;10253
18012;54913;10254
18014;34982;10255
18014;127556;10256
18016;79254;10257
18017;98219;10258
18019;81130;10259
18021;61079;10260
18024;49704;10261
18024;78801;10262
18025;28632;10263
18025;48759;10264
18026;40546;10265
18027;23772;10266
18027;109590;10267
18034;46694;10268
18034;106782;10269
18036;97300;10270
18038;53190;10271
18038;112089;10272
18044;86454;10273
18044;121438;10274
18045;82955;10275
18045;97465;10276
18047;33909;10277
18047;42456;10278
18050;39947;10279
18060;70934;10280
18061;92959;10281
18063;34737;10282
18064;59839;10283
18069;51711;10284
18069;65547;10285
18070;43362;10286
18072;87241;10287
18074;48064;10288
18074;87997;10289
18075;108193;10290
18077;35990;10291
18078;127432;10292
18079;28960;10293
18079;67931;10294
18080;45350;10295
18081;20724;10296
18084;107914;10297
18084;129236;10298
18085;18915;10299
18085;38808;10300
18087;20301;10301
18089;108906;10302
18091;99273;10303
18100;39057;10304
18104;56248;10305
18104;108509;10306
18105;43282;10307
18107;81060;10308
18107;124207;10309
18109;99944;10310
18114;73158;10311
18116;74115;10312
18116;88958;10313
18118;46412;10314
18119;86662;10315
18122;90750;10316
18123;39584;10317
18123;49537;10318
18124;33263;10319
18124;82483;10320
18127;66815;10321
18127;77835;10322
18130;94567;10323
18132;42388;10324
18132;129790;10325
18135;73218;10326
18135;123666;10327
18136;18687;10328
18136;40535;10329
18137;98439;10330
18137;108693;10331
18144;26262;10332
18144;73640;10333
18148;64652;10334
18148;68489;10335
18149;67640;10336
18149;83094;10337
18154;43519;10338
18157;26997;10339
18157;51725;10340
18159;38924;10341
18167;50133;10342
18169;61993;10343
18169;68407;10344
18172;113727;10345
18173;41008;10346
18173;77956;10347
18176;45492;10348
18176;100689;10349
18177;90360;10350
18179;98558;10351
18182;43602;10352
18182;90692;10353
18188;41569;10354
18188;69185;10355
18190;129282;10356
18198;65111;10357
18199;111235;10358
18200;50091;10359
18200;98041;10360
18202;39659;10361
18203;31171;10362
18203;117222;10363
18206;67070;10364
18210;120730;10365
18212;79040;10366
18212;99101;10367
18215;72463;10368
18219;100888;10369
18220;48544;10370
18220;73984;10371
18222;36853;10372
18224;70469;10373
18224;115668;10374
18225;57510;10375
18227;42498;10376
18229;84378;10377
18229;124510;10378
18232;44269;10379
18232;94408;10380
18235;20229;10381
18235;33034;10382
18243;111547;10383
18244;21466;10384
18247;70246;10385
18247;115426;10386
18250;91715;10387
18252;69103;10388
18252;122486;10389
18253;47063;10390
18254;92945;10391
18260;23127;10392
18260;101975;10393
18262;44840;10394
18262;123333;10395
18264;97822;10396
18266;66712;10397
18266;71631;10398
18267;30159;10399
18267;80802;10400
18270;38843;10401
18274;28007;10402
18275;79120;10403
18277;85920;10404
18281;98173;10405
18284;45089;10406
18284;125473;10407
18288;25586;10408
18288;40851;10409
18290;92580;10410
18291;63941;10411
18291;74295;10412
18295;120756;10413
18298;98915;10414
18300;88980;10415
18302;113682;10416
18302;121264;10417
18303;129524;10418
18304;20210;10419
18304;91472;10420
18305;63139;10421
18305;94625;10422
18306;105727;10423
18307;19092;10424
18307;99799;10425
18309;101102;10426
18311;77484;10427
18315;65629;10428
18315;99763;10429
18316;85646;10430
18316;118776;10431
18320;26275;10432
18321;66213;10433
18322;47165;10434
18325;90204;10435
18326;38716;10436
18327;81605;10437
18330;45248;10438
18330;116878;10439
18331;33954;10440
18331;112939;10441
18335;87625;10442
18335;118964;10443
18336;18772;10444
18336;36148;10445
18339;36996;10446
18342;39724;10447
18342;113937;10448
18343;104070;10449
18343;129820;10450
18347;31184;10451
18361;38586;10452
18361;112622;10453
18362;58910;10454
18363;47179;10455
18363;47770;10456
18365;98706;10457
18366;33614;10458
18367;97471;10459
18371;57036;10460
18371;71374;10461
18372;20545;10462
18378;58885;10463
18379;26378;10464
18379;34882;10465
18380;21318;10466
18380;24376;10467
18381;46775;10468
