cluster;id;author;volume;title;institution;venue;address;publisher;year;pages;editor;note;month;class
149;17321;r. schapire.;5(2);the strength of weak learnability.;;machine learning,;;;1990;pp. 197-227.;;;;schapire1990
152;17337;r. schapire.;;the design and analysis of efficient learning algorithms.;;;;mit press,;1992.;;;;;schapire1991
375;17236;r.e. schapire r. l. rivest.;;inference of finite automata using homing sequences. in r.l.;;machine learning: from theory to applications,;;springer,;1993.;pages 51-73.;rivest s. j. hanson, w. remmele, editor,;;;rivest1993
375;17254;r.e. schapire r. l. rivest.;;inference of finite automata using homing sequences. in r.l.;;machine learning: from theory to applications,;;springer,;1993.;pages 51-73.;rivest s. j. hanson, w. remmele, editor,;;;rivest1993
9;17315;r.e. schapire,;;the strength of weak learnability,;;machine learning 5 (2),;;;1990.;;;;;schapire1990
13;17384;r.e. schapire, y. freund, p. bartlett,;;and w.s. leee. boosting the margin: a new explanation for the effectiveness of voting methods. in machines that learn - snowbird,;;1997.;;;;1;;;schapire1997;schapire1997
18;17238;r.l. rivest and r.e. schapire,;;inference of finite automata using homing sequences,;;in formation and computation 103 #2 (1993),;;;;299-347.,;;;rivest1993;rivest1993
18;17245;r.l. rivest and r.e. schapire.;;inference of finite automata using homing sequences.;;information and computation,;;;1993.;;;;;rivest1993
18;17250;rivest r.l. and schapire r.e.;103(2);inference of finite automata using homing sequences.;;information and computation,;;;1997.;299-347,;;;april;rivest1993
19;17186;rivest, r. & schapire, r.;;a new approach to unsupervised learning in deterministic environments.;;in proceedings of the fourth international workshop on machine learning,;irvine, ca.;;(1987).;(pp. 364-375),;;;;rivest1987
18;17227;rivest, r. & schapire, r.;299 - 347.;inference of finite automata using homing sequences;;information and computation 103(2);;;(1993),;;;;;rivest1993
19;17187;rivest, r. l. & schapire, r. e.;;a new approach to unsupervised learning in deterministic environments. in langley,;;proceedings of the fourth international workshop on machine learning.;;;(1987b).;;p. (ed.),;;;rivest1987
21;17194;rivest, r. l. & schapire, r. e.;;diversity-based inference of finite au tomata.;;in proceedings of the twenty-eighth annual symposium on foundations of computer science,;;;(1987a).;(pp. 78-87).;;;;rivest1987d
18;17228;rivest, r. l. & schapire, r. e.;103(2);inference of finite automata using homing sequences.;;information and computation,;;;(1993).;299-347.,;;;rivest1993;rivest1993
19;17192;rivest, r. l. and schapire, r. e.;;a new approach to unsupervised learning in deterministic environments. in langley,;;proceedings of the fourth international workshop on machine learning,;irvine, ca.;;(1987).;pages 364-375.;p., editor,;;;rivest1987
18;17262;rivest, r. l. and schapire, r. e.;103(2);inference of finite automata using homing sequences.;;information and computation,;;;(1993).;299-347.,;;;rivest1993;rivest1993
19;17188;rivest, r. l., & schapire, r. e.;;(1987) a new approach to unsupervised learning in deterministic environments.;;proceedings of the fourth international workshop on machine learning,;irvine, ca.;morgan kaufmann,;;364-375.,;;;rivest1987;rivest1987
21;17195;rivest, r. l., & schapire, r. e.;;diversity-based inference of finite automata.;;in proceedings of the 28th ieee symp. on foundations of computer science,;;;(1987).;pp. 78-87.;;;;rivest1987d
18;17209;rivest, r. l., & schapire, r. e.;;inference of finite automata using homing sequences.;;in proceedings of the 21th acm symp. on theory of computing,;;;(1989).;pp. 411-420.;;;;rivest1989
18;17229;rivest, r. l., & schapire, r. e.;;inference of finite automata using homing sequences.;;information and computation,;;;(1993).;103 , 299-347.;;;;rivest1993
18;17230;rivest, r. l., and schapire, r. e.;;inference of finite automata using homing sequences.;;information and computation 103(2);;;1993.;299-347.,;;;rivest1993;rivest1993
18;17261;rivest, r., and schapire, r.;;inference of finite automata using homing sequences.;;information and computation 103;;;1993.;299-347.,;;;rivest1993;rivest1993
18;17231;rivest, r.l. and r.e. schapire,;103:02:00;1993 inference of finite automata using homing sequences.;;information and computation,;;;;pp. 299-347.;;;;rivest1993
21;17196;rivest, r.l. and schapire, r.e.;;diversity-based inference of finite automata.;;in proceedings of 28th foundation of computer science. ieee.;;;1987.;;;;;rivest1987d
18;17210;rivest, r.l. and schapire, r.e.;;inference of finite automata using homing sequences.;;in proceedings of 21th annual acm sympposium on theory of computing.;;;1989.;;;;;rivest1989
19;17189;rivest, r.l., & schapire, r.e.;;a new approach to unsupervised learning in deterministic environments.;;proceedings of the fourth international workshop on machine learning, pat langley,;;ed.,;(1987).;pp. 364-375.;;;;rivest1987
18;17219;rivest, ronald l. and robert e. schapire.;;inference of finite automata using homing sequences,;;proceedings of the twenty-first annual acm symposium on theory of computing, acm,;seattle, washington,;;1989;pp. 411-420.;;;may,rivest1989;rivest1989
56;17356;robert e. schapire and manfred k. warmuth.;;on the worst-case analysis of temporal-difference learning algorithms.;;in proceedings of the eleventh international conference on machine learning,;san francisco, califor-nia, 1994.;morgan kaufmann.;;pages 266-274,;;;;schapire1994
56;17357;robert e. schapire and manfred k. warmuth.;;on the worst-case analysis of temporal-difference learning algorithms.;;in proc. 11th international conference on machine learning,;;morgan kaufmann,;1994.;pages 266-274.;;;;schapire1994
102;17393;robert e. schapire and yoram singer.;;improved boosting algorithms using confidence-rated predictions.;;in proceedings of the eleventh annual conference on computational learning theory,;;;1998.;;;;;schapire1998
102;17394;robert e. schapire and yoram singer.;;improved boosting algorithms using confidence-rated predictions.;;in proceedings of the eleventh annual conference on computational learning theory,;;;1998.;;;;;schapire1998
100;17396;robert e. schapire and yoram singer. boostexter:;;a system for multiclass multi-label text categorization.;;unpublished manuscript,;;;1998.;;;;;schapire1998mm
102;17397;robert e. schapire yoram singer.;;improved boosting algorithms using confidence-rated predictions.;;;;;;;;submitted for publication. 17;;singer
102;17398;robert e. schapire yoram singer.;;improved boosting algorithms using confidence-rated predictions.;;;;;;;;submitted for publication.;;singer
70;17329;robert e. schapire,;;the emerging theory of average case complexity;;tech. report mit/lcs/tm-431,;;;1990.;;;;june;schapire1990e
90;17268;robert e. schapire, yoav freund, peter bartlett, and wee sun lee.;;boosting the margin: a new explanation for the effectiveness of voting methods.;;annals of statistics,;;;;;;to appear.;;schapire
90;17269;robert e. schapire, yoav freund, peter bartlett, and wee sun lee.;;boosting the margin: a new explanation for the effectiveness of voting methods.;;annals of statistics,;;;;;;to appear.;;schapire
90;17380;robert e. schapire, yoav freund, peter bartlett, and wee sun lee.;;boosting the margin: a new explanation for the effectiveness of voting methods.;;in machine learning: proceedings of the fourteenth international conference,;;;1997.;;;;9;schapire1997
90;17381;robert e. schapire, yoav freund, peter bartlett, and wee sun lee.;;boosting the margin: a new explanation for the effectiveness of voting methods.;;in machine learning: proceedings of the fourteenth international conference,;;;1997.;;;;;schapire1997
90;17382;robert e. schapire, yoav freund, peter bartlett, and wee sun lee.;;boosting the margin: a new explanation for the effectiveness of voting methods.;;in machine learning: proceedings of the fourteenth international conference,;;;1997.;;;;;schapire1997
90;17383;robert e. schapire, yoav freund, peter bartlett, and wee sun lee.;;boosting the margin: a new explanation for the effectiveness of voting methods.;;in machine learning: proceedings of the fourteenth international conference,;;;1997.;;;;;schapire1997
71;17273;robert e. schapire.;5(2);the strength of weak learnability.;;machine learning,;;;1990.;197-227,;;;;schapire1990
51;17275;robert e. schapire.;5(2);combining regression estimates 29;;machine learning,;;;1990.;197-227,;;;june;schapire1990
71;17276;robert e. schapire.;5(2);the strength of weak learnability.;;machine learning,;;;1990.;197-227,;;;june;schapire1990
71;17301;robert e. schapire.;5;the strength of weak learnability.;;machine learning,;;;1990.;197-227,;;;;schapire1990
71;17302;robert e. schapire.;5;the strength of weak learnability.;;machine learning,;;;1990.;197-227,;;;;schapire1990
71;17303;robert e. schapire.;5(2);the strength of weak learnability.;;machine learning,;;;1990.;197-227,;;;;schapire1990
71;17304;robert e. schapire.;5(2);the strength of weak learnability.;;machine learning,;;;1990.;197-227,;;;;schapire1990
71;17311;robert e. schapire.;5(2);the strength of weak learnability.;;machine learning,;;;1990.;197-227,;;;;schapire1990
71;17313;robert e. schapire.;5(2);the strength of weak learnability.;;machine learning,;;;1990.;197-227,;;;;schapire1990
71;17314;robert e. schapire.;5(2);the strength of weak learnability.;;machine learning,;;;1990.;197-227,;;;;schapire1990
71;17316;robert e. schapire.;5(2);the strength of weak learnability.;;machine learning,;;;1990.;197-227,;;;;schapire1990
71;17317;robert e. schapire.;5(2);the strength of weak learnability.;;machine learning,;;;1990.;197-227,;;;;schapire1990
71;17318;robert e. schapire.;5(2);the strength of weak learnability.;;machine learning,;;;1990.;197-227,;;;;schapire1990
71;17319;robert e. schapire.;;the strength of weak learnability.;;machine learning,;;;1990.;;;special issue for colt 89, to appear. a preliminary version is available in proceedings of the thirtieth annual symposium on foundations of computer science, pages 28-33,1989.;;schapire1990
71;17324;robert e. schapire.;5(2);the strength of weak learnability.;;machine learning,;;;1990.;197-227,;;;7;schapire1990
71;17325;robert e. schapire.;5(2);the strength of weak learnability.;;machine learning,;;;1990.;197-226,;;;;schapire1990
62;17333;robert e. schapire.;;the design and analysis of efficient learning algorithms.;mit laboratory for computer science,;technical report mit/lcs/tr-493,;;;1991.;;;;;schapire1991
62;17335;robert e. schapire.;;the design and analysis of ef ficient learning algorithms.;;;cambridge, ma,;mit press,;1992.;;;;;schapire1991
62;17338;robert e. schapire.;;the design and analysis of efficient learning algorithms.;;;cambridge, ma,;mit press,;1992.;;;124 bibliography;;schapire1991
62;17340;robert e. schapire.;;the design and analysis of efficient learning algorithms.;;;cambridge, ma,;mit press,;1992.;;;;;schapire1991
62;17341;robert e. schapire.;;the design and analysis of efficient learning algorithms.;;;cambridge, massachusetts,;mit press,;1991.;;;;;schapire1991
62;17342;robert e. schapire.;;the design and analysis of efficient learning algorithms.;m.i.t.,;phd thesis,;;;1991.;;;;;schapire1991
59;17345;robert e. schapire.;;private correspondence,;;;;;1992.;;;;january,schapire1991;schapire1991
62;17346;robert e. schapire.;;the design and analysis of efficient learning algorithms.;m.i.t.,;phd thesis,;;;1991.;;;;;schapire1991
53;17349;robert e. schapire.;;learning probabilistic read-once formulas on product distributions.;;in computation learning theory: proceedings of the fourth annual workshop,;;;1991.;;;;august;schapire1991l
53;17350;robert e. schapire.;;learning probabilistic read-once formulas on product distributions.;;in proceedings of the fourth annual workshop on computational learning theory,;;;1991.;pages 184-198,;;;august;schapire1991l
59;17352;robert e. schapire.;;private correspondence,;;;;;1992.;;;;january,schapire1992;schapire1992
85;17387;robert e. schapire.;;using output codes to boost multiclass learning problems.;;in machine learning: proceedings of the fourteenth international conference,;;;1997.;pages 313-321,;;;;schapire1997u
85;17388;robert e. schapire.;;using output codes to boost multiclass learning problems.;;in machine learning: proceedings of the fourteenth international conference,;;;1997.;;;;;schapire1997u
85;17390;robert e. schapire.;;using output codes to boost multiclass learning problems.;;in machine learning: proceedings of the fourteenth international conference,;;;1997.;pages 313-321,;;;;schapire1997u
108;17307;robert schapire.;5(2);the strength of weak learnability.;;machine learning,;;;1990.;197-226,;;;;schapire1990
108;17312;robert schapire.;5(2);the strength of weak learnability.;;machine learning,;;;1990.;197-226,;;;;schapire1990
110;17197;ronald l. rivest and robert e. schapire.;;diversity-based inference of finite automata.;;in proceedings of foundations of computer science,;;;1987.;;;;;rivest1987d
110;17198;ronald l. rivest and robert e. schapire.;;diversity-based inference of finite automata.;;in proceedings of the 29th acm symposium on foundations of computer science,;;;1987.;pages 78-87,;;;;rivest1987d
110;17201;ronald l. rivest and robert e. schapire.;;diversity-based inference of finite automata.;;in 28th annual symposium on foundations of computer science,;;;1987.;pages 78-87,;;to appear, journal of the association for computing machinery.;october;rivest1987d
110;17203;ronald l. rivest and robert e. schapire.;;diversity-based inference of finite au tomata.;;in proceeding of the twenty-eighth annual symposium on foundations of computer science,;los angeles, california,;;1987.;pages 78-87,;;;october;rivest1987d
110;17204;ronald l. rivest and robert e. schapire.;;diversity-based inference of finite automata.;;in proceeding of the twenty-eighth annual symposium on foundations of computer science,;los angeles, california,;;1987.;pages 78-87,;;;october;rivest1987d
110;17207;ronald l. rivest and robert e. schapire.;;diversity-based inference of finite automata.;;in proceedings of the twenty-eighth annual symposium on foundations of computer science,;los an-geles, california,;;1987.;pages 78-87,;;;october;rivest1987d
110;17208;ronald l. rivest and robert e. schapire.;;diversity-based inference of finite automata.;;in proceedings of the twenty-eighth annual symposium on foundations of computer science,;los angeles, california,;;1987.;pages 78-87,;;;october;rivest1987d
113;17213;ronald l. rivest and robert e. schapire.;;inference of finite automata using homing sequences.;;in proceedings of the twenty first annual acm symposium on theoretical computing,;;;1989.;pages 411-420,;;;;rivest1989
113;17215;ronald l. rivest and robert e. schapire.;;inference of finite automata using homing sequences.;;in proceedings of the twenty first annual acm symposium on theory of computing,;;;1989.;pages 411-420,;;to appear, information and computation.;may,rivest1989;rivest1989
113;17218;ronald l. rivest and robert e. schapire.;;inference of finite automata using homing sequences.;;in proceedings of the twenty-first annual acm symposium on theory of computing,;;;1989.;pages 411-420,;;;may,rivest1989;rivest1989
113;17222;ronald l. rivest and robert e. schapire.;;inference of finite automata using homing sequences.;;in proceedings of the twenty first annual acm symposium on theory of computing,;;;1989.;pages 411-420,;;;may,rivest1989;rivest1989
113;17223;ronald l. rivest and robert e. schapire.;;inference of finite automata using homing sequences.;;in proc. 21st ann. acm symp. on theoretical computing,;;;1989.;;;;;rivest1989
113;17243;ronald l. rivest and robert e. schapire.;103(2);inference of finite automata using homing sequences.;;information and computation,;;;1993.;299-347,;;;april;rivest1993
113;17244;ronald l. rivest and robert e. schapire.;103(2);inference of finite automata using homing sequences.;;information and computation,;;;1993.;299-347,;;;16,rivest1993;rivest1993
113;17248;ronald l. rivest and robert e. schapire.;103(2);inference of finite automata using homing sequences.;;information and computation,;;;1993.;299-347,;;;april;rivest1993
113;17249;ronald l. rivest and robert e. schapire.;103(2);inference of finite automata using homing sequences.;;information and computation,;;;1993.;299-347,;;;april;rivest1993
113;17252;ronald l. rivest and robert e. schapire.;103(2);inference of finite automata using homing sequences.;;information and computation,;;;1993.;299-347,;;;april;rivest1993
113;17253;ronald l. rivest and robert e. schapire.;103(2);inference of finite automata using homing sequences.;;information and computation,;;;1993.;299-347,;;120 bibliography;april;rivest1993
113;17255;ronald l. rivest and robert e. schapire.;103(2);inference of finite automata using homing sequences.;;information and computation,;;;1993.;299-347,;;;april;rivest1993
113;17256;ronald l. rivest and robert e. schapire.;103(2);inference of finite automata using homing sequences.;;information and computation,;;;1993.;299-347,;;;;rivest1993
113;17260;ronald l. rivest and robert e. schapire.;103(2);inference of finite automata using homing sequences.;;information and computation,;;;1993.;299-347,;;;april;rivest1993
113;17234;ronald. l. rivest and robert. e. schapire.;103(2);inference of finite automata using homing sequences.;;information and computation,;;;1993.;299-347,;;;;rivest1993
113;17239;ronald. l. rivest and robert. e. schapire.;103(2);inference of finite automata using homing sequences.;;information and computation,;;;1993.;299-347,;;;;rivest1993
169;16564;s. a. goldman and m. j. kearns.;;on the complexity of teaching.;;in proc. 4th annu. workshop on comput. learning theory,;san mateo, ca,;morgan kaufmann,;1991.;pages 303-314.;;to appear, journal of computer and system sciences.;;goldman1991
169;16571;s. a. goldman and m. j. kearns.;;on the complexity of teaching.;;in proc. 4th annu. workshop on comput. learning theory,;san mateo, ca,;morgan kaufmann,;1991.;pages 303-314.;;;;goldman1991
169;16590;s. a. goldman and m. j. kearns.;50(1);on the complexity of teaching.;;journal of computer and system sciences,;;;1995.;20-31,;;;;goldman1995
169;16592;s. a. goldman and m. j. kearns.;50(1);on the complexity of teaching.;;journal of computer and system sciences,;;;1995.;20-31,;;;february,goldman1995;goldman1995
169;16593;s. a. goldman and m. j. kearns.;50(1);on the complexity of teaching.;;journal of computer and system sciences,;;;1995.;20-31,;;;;goldman1995
169;16594;s. a. goldman and m. j. kearns.;50(1);on the complexity of teaching.;;journal of computer and system sciences,;;;1995.;20-31,;;;february,goldman1995;goldman1995
172;16546;s. a. goldman, m. j. kearns, and r. e. schapire.;;exact identification of circuits using fixed points of amplification functions.;;in proc. of the 31st symposium on the foundations of comp. sci.,;ca,;ieee computer society press, los alamitos,;1990.;pages 193-202.;;;;goldman1993a
179;16555;s. a. goldman, m. j. kearns, and r. e. schapire.;;on the sample complexity of weak learning.;;in proceedings of the 3rd workshop on computational learning theory,;san ma-teo, ca,;morgan kaufmann,;1990.;pages 217-231.;;;;goldman1990a
179;16557;s. a. goldman, m. j. kearns, and r. e. schapire.;;on the sample complexity of weak learning.;;in proceedings of the 3rd workshop on computational learning theory,;san ma-teo, ca,;morgan kaufmann,;1990.;pages 217-231.;;;;goldman1990a
179;16559;s. a. goldman, m. j. kearns, and r. e. schapire.;;on the sample complexity of weak learning.;;in proc. 3rd annu. workshop on comput. learning theory,;san mateo, ca,;morgan kaufmann,;1990.;pages 217-231.;;;;goldman1990a
172;16580;s. a. goldman, m. j. kearns, and r. e. schapire.;;exact identification of read-once formulas using fixed points of amplification functions.;;siam journal on computing,;;;(1993).;22 , 705-726.;;;;goldman1993a
172;16581;s. a. goldman, m. j. kearns, and r. e. schapire.;22(4);exact identification of circuits using fixed points of amplification functions.;;siam j. comput.,;;;1993.;705-726,;;;august,goldman1993a;goldman1993a
172;16582;s. a. goldman, m. j. kearns, and r. e. schapire.;22 (1993),;exact identification of read-once formulas using fixed points of amplification functions.;;siam journal on computing,;;;;705-726.,;;;goldman1993a;goldman1993a
172;16583;s. a. goldman, m. j. kearns, and r. e. schapire.;22 (1993),;exact identification of read-once formulas using fixed points of amplification functions.;;siam journal on computing,;;;;705-726.,;;;goldman1993a;goldman1993a
172;16584;s. a. goldman, m. j. kearns, and r. e. schapire.;22(4);exact identification of circuits using fixed points of amplification functions.;;siam j. comput.,;;;1993.;705-726,;;;august,goldman1993a;goldman1993a
172;16585;s. a. goldman, m. j. kearns, and r. e. schapire.;22(4);exact identification of read-once formulas using fixed points of amplification functions.;;siam j. comput.,;;;1993.;705-726,;;;;goldman1993a
172;16588;s. a. goldman, m. j. kearns, and r. e. schapire.;22(4);exact identification of read-once formulas using fixed points of amplification functions.;;siam j. comput.,;;;1993.;705-726,;;;;goldman1993a
183;16578;s. a. goldman, r. l. rivest, and r. e. schapire,;vol. 22, no. 5,;learning binary relations and total orders;;siam journal on computing,;;;1993.;pp. 1006-1034,;;;;goldman1993
183;16576;s. a. goldman, r. l. rivest, and r. e. schapire.;22(5);learning binary relations and total orders.;;siam journal on computing,;;;1993.;1006-1034,;;;october;goldman1993
183;16577;s. a. goldman, r. l. rivest, and r. e. schapire.;22(5);learning binary relations and total orders.;;siam journal on computing,;;;1993.;1006-1034,;;;october;goldman1993
79;16567;s. goldman and m. kearns,;;on the complexity of teaching;;in proc. of the fourth annual workshop on computational learning theory,;santa cruz, ca,;morgan kaufmann.;1991;pp. 303-314,;;;august,goldman1991;goldman1991
79;16566;s. goldman and m. kearns.;;on the complexity of teaching.;;in proceedings of the fourth annual workshop on computational learning theory,;santa cruz, ca, august 1991.;morgan kaufmann.;;pages 303-314,;;;;goldman1991
79;16568;s. goldman and m. kearns.;;on the complexity of teaching.;;proceedings of the fourth annual workshop on computational learning theory,;;;1991.;pages 303-314,;;;;goldman1991
79;16574;s. goldman and m. kearns.;;on the complexity of teaching.;;in colt-91,;;;1991.;pages 303314,;;;;goldman1991
84;16545;s. goldman, m. kearns, and r. schapire.;;exact identification of circuits using fixed points of amplification functions.;;in focs-90,;;;1990.;pages 193202,;;;;goldman1993a
84;16551;s. goldman, m. kearns, and r. schapire.;;exact identification of circuits using fixed points of amplification functions.;;in proceedings of the 31st annual symposium on foundations of computer science,;;ieee computer society press,;1990;pp. 193-202.;;;;goldman1993a
84;16552;s. goldman, m. kearns, and r. schapire.;;exact identification of circuits using fixed points of amplification functions.;;in proceedings of the thirty first annual symposium on foundations of computer science,;;;1990.;pages 193-202,;;;october;goldman1993a
84;16589;s. goldman, m. kearns, and r. schapire.;22(4);exact identification of circuits using fixed points of amplification functions.;;siam j. comput.,;;;1993.;705-726,;;;august,goldman1993a;goldman1993a
169;16570;s.a goldman and m.j. kearns.;;on the complexity of teaching.;;proceedings of the fourth annual workshop on computational learning theory.;;morgan kaufmann,;1991.;;in m.k. war-muth and leslie valiant, editors,;;;goldman1991
183;16542;s.a. goldman, r.l. rivest, and r.e. schapire.;;learning binary relations and total orders.;;proceedings of the 30th annual symposium on the foundations of computer science,;;;1989.;;;;;goldman1989
189;16565;sally a. goldman and michael j. kearns.;;on the complexity of teaching.;;in proceedings of the fourth annual workshop on computational learning theory,;;morgan kaufmann,;1991.;pages 303-315.;;;august,goldman1991;goldman1991
189;16573;sally a. goldman and michael j. kearns.;;on the complexity of teaching.;;in proceedings of the fourth annual workshop on computational learning theory,;;;1991.;pages 303-314,;;;august,goldman1991;goldman1991
189;16575;sally a. goldman and michael j. kearns.;;on the complexity of teaching.;;proceedings of the fourth annual workshop on computational learning theory,;santa cruz, ca, august 5-7 1991.;morgan kaufmann publishers.;;pages 303-314,;in leslie g. valiant and manfred k. warmuth, editors,;;;goldman1991
193;16547;sally a. goldman, michael j. kearns, and robert e. schapire.;;exact identification of circuits using fixed points of amplification functions.;;in 31st annual symposium on foundations of computer science,;;;1990.;pages 193-202,;;;october;goldman1993a
193;16548;sally a. goldman, michael j. kearns, and robert e. schapire.;;exact identification of circuits using fixed points of amplification functions.;;in proceedings of the 31st symposium on foundations of computer science,;;;1990.;;;;;goldman1993a
193;16549;sally a. goldman, michael j. kearns, and robert e. schapire.;;exact identification of circuits using fixed points of amplification functions.;;in proceedings of the 31st symposium on foundations of computer science,;;ieee,;1990.;pages 193-202.;;;october;goldman1993a
193;16550;sally a. goldman, michael j. kearns, and robert e. schapire.;;exact identification of circuits using fixed points of amplification functions.;;in proceedings of the 31st symposium on foundations of computer science,;;;1990.;;;;;goldman1993a
193;16553;sally a. goldman, michael j. kearns, and robert e. schapire.;;exact identification of circuits using fixed points of amplification functions.;;in proceedings of the 31st symposium on foundations of computer science,;;;1990.;;;;;goldman1993a
200;16554;sally a. goldman, michael j. kearns, and robert e. schapire.;;on the sample complexity of weak learning.;;in proceedings of colt 90,;;morgan kaufmann,;1990.;pages 217-231.;;;;goldman1990a
200;16556;sally a. goldman, michael j. kearns, and robert e. schapire.;;on the sample complexity of weak learning.;;in proceedings of the third annual workshop on computational learning theory,;;morgan kaufmann,;1990.;pages 217-231.;;;;goldman1990a
200;16558;sally a. goldman, michael j. kearns, and robert e. schapire.;;on the sample complexity of weak learning.;;in proceedings of colt 90,;;morgan kaufmann,;1990.;pages 217-231.;;;;goldman1990a
193;16586;sally a. goldman, michael j. kearns, and robert e. schapire.;22(4);exact identifi-cation of circuits using fixed points of amplification functions.;;siam journal on computing,;;;1993.;705-726,;;;august,goldman1993a;goldman1993a
193;16587;sally a. goldman, michael j. kearns, and robert e. schapire.;22(4);exact identifi cation of circuits using fixed points of amplification functions.;;siam journal on computing,;;;1993.;705-726,;;;august,goldman1993a;goldman1993a
200;16560;sally a. goldman, michael j. kerns, and robert e. schapire.;;on the sample complexity of weak learning.;;in proceedings of the 1990 workshop on computational learning theory,;san mateo, ca, august 1990.;morgan kaufmann.;;pages 217-231,;;;;goldman1990a
204;16540;sally a. goldman, ronald l. rivest, and robert e. schapire.;;learning binary relations and total orders.;;in 30th annual symposium on foundations of computer science,;;;1989.;pages 46-51,;;to appear in siam journal of computing.;october;goldman1989
204;16541;sally a. goldman, ronald l. rivest, and robert e. schapire.;;learning binary relations and total orders.;;in proceedings of the thirtieth annual symposium on foundations of computer science,;;;1989.;pages 46-51,;;;october;goldman1989
204;16561;sally a. goldman, ronald l. rivest, and robert e. schapire.;;learning binary relations and total orders.;mit laboratory for computer science,;technical report mit/lcs/tm-413,;;;1989.;;;a preliminary version is available in proceedings of the thirtieth annual symposium on foundations of computer science, pages 46-51,;may,goldman1990c;goldman1990a
204;16562;sally a. goldman, ronald l. rivest, and robert e. schapire.;;learning binary relations and total orders.;mit laboratory for computer science,;technical report mit/lcs/tm-413,;;;1989.;;;a preliminary version is available in proceedings of the thirtieth annual symposium on foundations of computer science, pages 46-51,;may,goldman1990c;goldman1990a
204;16579;sally a. goldman, ronald l. rivest, and robert e. schapire.;22;learning binary relations and total orders.;;siam journal of computing,;;;1993.;1006-1034,;;;october;goldman1993
227;17364;schapire r.e., freund y., bartlett p., lee w.s.:;;boosting the margin: a new explanation for the effectiveness of voting methods,;;in proceedings of the fourteenth international conference on machine learning,;;morgan kaufmann,;1997.;;;;;schapire1997
248;17277;schapire, r.;;`the strength of weak learnability;;machine learning 5(2);;;;(1990),;197-227.,;;;schapire1990
248;17278;schapire, r.;5(2);the strength of weak learnability.;;machine learning,;;;(1990).;197-227.,;;;schapire1990;schapire1990
248;17279;schapire, r.;5;the strength of weak learnability.;;machine learning,;;;(1990).;197-226.,;;;schapire1990;schapire1990
248;17280;schapire, r.;2;the strength of weak learnability machine learning,;;5;;;(1990.);197-227.,;;;schapire1990;schapire1990
276;17299;schapire, r.;;the strength of weak learnability. machine learning 5 197-227. this article was processed using the l a t e x macro package with llncs style;;;;;1990.;;;;;schapire1990
222;17392;schapire, r. & singer, y.;;improved boosting algorithms using confidence-rated predictions,;;in `proceedings of the eleventh annual conference on computational learning theory.;;;(1998),;43;;;schapire1998;schapire1997um
225;17270;schapire, r. e.;;diversity-based inference of finite automata.;massachusetts institute of technology,;masters thesis,;cambridge, ma.;;(1988).;;;;;schapire1988
248;17281;schapire, r. e.;;the strength of weak learnability;;machine learning 5(2);;;;(1990),;197-227.;;;schapire1990
248;17282;schapire, r. e.;;the strength of weak learnability;;machine learning 5(2);;;;(1990),;pp. 197-227.;;;schapire1990
248;17283;schapire, r. e.;;`the strength of weak learnability;;machine learning 5(2);;;;(1990),;197-227.;;;schapire1990
248;17284;schapire, r. e.;5 (2),;the strength of weak learn-ability.;;mach. learn.,;;;(1990).;197-227.,;;;schapire1990;schapire1990
248;17285;schapire, r. e.;;the strength of weak learnability.;;machine learning,;;;(1990).;5 , 197-227.;;;;schapire1990
248;17286;schapire, r. e.;5 (2),;the strength of weak learnability.;;machine learning,;;;(1990).;197-227.,;;;schapire1990;schapire1990
248;17287;schapire, r. e.;5(2);the strength of weak learnability.;;machine learning,;;;(1990).;197-227.,;;;schapire1990;schapire1990
248;17288;schapire, r. e.;5(2);the strength of weak learnability.;;machine learning,;;;(1990).;197-227.,;;;schapire1990;schapire1990
248;17289;schapire, r. e.;5;the strength of weak learnability.;;machine learning,;;;(1990).;197-227.,;;;schapire1990;schapire1990
259;17391;schapire, r. e.;;using output codes to boost multiclass learning problems.;at&t research.;tech. rep.,;;;(1997).;;;;;schapire1997um
224;17354;schapire, r. e. & warmuth, m. k.;;on the worst-case analysis of temporal-difference learning algorithms.;;in machine learning: proceedings of the eleventh international conference,;;morgan kaufmann.;(1994).;pages 266-274.;;;;schapire1994
262;17355;schapire, r. e., and warmuth, m. k.;;on the worst-case analysis of temporal-difference learing algorithms,;;in proceddings, 11th international conference on machine learning,;san francisco, ca.;morgan kaufmann,;(1994),;pp. 266-274,;;to appear in machine learning.;;schapire1994
227;17366;schapire, r. e., freund, y., bartlett, p. & lee, w. s.;;boosting the margin: a new explanation for the effectiveness of voting methods,;;`machine learning: proceedings of the fourteenth international conference;;morgan kaufmann,;(1997),;pp. 322-330.;in d. fisher, ed.,;;;schapire1997
227;17367;schapire, r. e., freund, y., bartlett, p. & lee, w. s.;;boosting the margin: a new explanation for the effectiveness of voting methods,;;`machine learning: proceedings of the fourteenth international conference;;morgan kaufmann,;(1997),;pp.,in d. fisher, ed.,;322-330.,;schapire1997;;schapire1997
231;17369;schapire, r. e., freund, y., bartlett, p., & lee, w. s.;;query by committee.;;in proceedings of the 14th international conference on machine learning.;;morgan kaufmann. 205 seung,;(1992).;;h. s., opper, m., & sompolinsky, h.;;;schapire1997
227;17379;schapire, r. e., freund, y., bartlett, p., & lee, w. s.;;boosting the margin: a new explanation for the effectiveness of voting methods.;;;;;(1997).;;;;;schapire1997
